transaction_id,transaction_date,description,category,transaction_type,amount,payment_method
33.0,2025-06-28,Tagihan,Penjualan,Pemasukan,685811.0,Kartu Debit
34.0,2026-01-18,Administrasi,Modal & Investasi,Pemasukan,6616678.0,Transfer Bank
35.0,2025-09-23,Promosi,Marketing & Promosi,Pengeluaran,-989150.0,Kartu Kredit
36.0,2024-06-03,Refund,Penjualan,Pemasukan,7909590.0,Kartu Debit
37.0,2025-03-21,Pendapatan investasi,Modal & Investasi,Pemasukan,7685475.0,E-Wallet
38.0,2024-12-29,Payroll,Gaji & Karyawan,Pengeluaran,8212152.0,Kartu Kredit
,2025-07-01,QRIS,Peralatan & Aset,Pengeluaran,479849.0,Kartu Debit
40.0,2025-07-19,Pmbayaran pelanggan,Piutang,,3489186.0,Transfer Bank
41.0,2026-01-26,Pmbayaran pelanggan,Piutang,Pemasukan,2575296.0,Kartu Debit
42.0,2025-09-02,Transfer modal,Modal & Investasi,Pemasukan,11656710.0,QRIS
43.0,2026-04-20,Transfer masuk,Piutang,Pemasukan,4412605.0,
44.0,2024-09-13,Perizinan,Pajak & Perizinan,Pengeluaran,2966127.0,Kartu Kredit
45.0,2024-07-05,Pembelian aset,Peralatan & Aset,Pengeluaran,10291466.0,Kartu Debit
46.0,2025-12-29,Payment gateway,Biaya Bank,Pengeluaran,319770.0,Kartu Debit
47.0,2026-01-08,Marketplace,Penjualan,Pemasukan,4710402.0,Tunai
48.0,2025-03-24,Pendapatan investasi,Modal & Investasi,Pemasukan,19505957.0,Kartu Debit
49.0,2025-07-24,Pelunasan utang,Utang & Cicilan,Pengeluaran,5695855.0,Kartu Kredit
50.0,2026-02-03,Pembelian barang,Pembelian Stok,Pengeluaran,774301.0,Kartu Debit
51.0,2025-09-20,Pendapatan investasi,Modal & Investasi,Pemasukan,12360191.0,Transfer Bank
52.0,2024-12-06,Cashback,Gaji & Karyawan,Pengeluaran,5991298.0,E-Wallet
53.0,2025-11-25,Pendapatan usaha,Penjualan,Pemasukan,1549332.0,Payment Gateway
54.0,2024-07-07,Software bisnis,Software & Langganan,Pengeluaran,697066.0,Transfer Bank
55.0,2024-05-31,Cashback,Penjualan,Pemasukan,3400787.0,Payment Gateway
56.0,2025-08-04,Iklan,Transportasi & Logistik,Pengeluaran,-451156.0,Transfer Bank
57.0,2024-10-11,Promosi,Marketing & Promosi,Pengeluaran,1207013.0,
58.0,2024-10-03,Marketplace,Penjualan,Pemasukan,2368864.0,Transfer Bank
59.0,2024-08-28,Transfer modal,Modal & Investasi,Pemasukan,10400346.0,Transfer Bank
60.0,2026-02-03,Pembelian barang,Pembelian Stok,Pengeluaran,626686.0,Kartu Debit
61.0,2025-06-09,Pembelian barang,Pembelian Stok,Pengeluaran,868197.0,Transfer Bank
62.0,2024-07-31,Pembayaran cicilan,Utang & Cicilan,Pengeluaran,875556.0,Transfer Bank
63.0,2024-12-12,Kebutuhan usaha,Pembelian Stok,Pengeluaran,800227.0,Kartu Kredit
,2026-01-09,Pmbayaran pelanggan,Piutang,Pemasukan,2195901.0,Kartu Debit
65.0,2024-06-16,Maintenance,Peralatan & Aset,Pengeluaran,7870825.0,Transfer Bank
66.0,2024-09-15,Cloud service,Software & Langganan,Pengeluaran,769083.0,E-Wallet
67.0,2024-11-08,Biaya tak terduga,Lain-lain,Pengeluaran,78078.0,Transfer Bank
68.0,2025-12-15,Pendapatan usaha,Penjualan,Pemasukan,1169838.0,Tunai
69.0,2024-10-28,Administrasi legal,Pajak & Perizinan,Pengeluaran,1795320.0,QRIS
70.0,2025-04-01,Payment gateway,Gaji & Karyawan,Pengeluaran,9221022.0,Transfer Bank
71.0,2025-11-20,Pendapatan usaha,Penjualan,Pemasukan,2407368.0,Kartu Kredit
72.0,2025-02-25,Pendapatan online,Penjualan,Pemasukan,1412690.0,E-Wallet
73.0,,Promosi,Marketing & Promosi,Pengeluaran,1735953.0,
74.0,2025-01-10,Biaya operasional,Operasional Kantor,Pengeluaran,5644406.0,QRIS
75.0,2024-10-09,Pembayaran pelanggan,Piutang,Pemasukan,4975246.0,Transfer Bank
76.0,2024-07-06,Pembayaran pinjaman,Utang & Cicilan,Pengeluaran,2536320.0,Transfer Bank
77.0,2026-04-25,Pelunasan,Piutang,Pemasukan,3736221.0,Transfer Bank
78.0,2025-11-26,Administrasi legal,Pajak & Perizinan,Pengeluaran,1223072.0,Payment Gateway
79.0,2025-07-07,Pelunasan,Piutang,Pemasukan,5035703.0,Transfer Bank
80.0,2025-07-28,Tagihan,Peralatan & Aset,Pengeluaran,3292989.0,Transfer Bank
81.0,2025-02-04,Biaya operasional,Operasional Kantor,Pengeluaran,1271151.0,Kartu Debit
82.0,2024-09-05,Cloud service,Software & Langganan,Pengeluaran,356993.0,Tunai
83.0,2024-08-13,Pelunasan,Piutang,Pemasukan,566964.0,E-Wallet
84.0,2024-12-03,Pendapatan investasi,Modal & Investasi,Pemasukan,12256587.0,Tunai
85.0,2025-04-10,Iklan,Marketing & Promosi,Pengeluaran,440731.0,E-Wallet
86.0,2024-09-30,Software bisnis,Marketing & Promosi,Pengeluaran,906746.0,Kartu Debit
87.0,2025-03-22,Paymnt gateway,Biaya Bank,Pengeluaran,352228.0,Transfer Bank
88.0,2024-09-05,Payroll,Gaji & Karyawan,Pengeluaran,12530241.0,E-Wallet
89.0,2024-06-10,Transfer modal,Modal & Investasi,Pemasukan,4898267.0,E-Wallet
90.0,2025-12-04,Penjualan,Penjualan,Pemasukan,2378419.0,Tunai
91.0,2025-10-25,Refund,Lain-lain,Pengeluaran,345664.0,Kartu Kredit
92.0,2025-02-15,Pendapatan online,Penjualan,Pemasukan,2403902.0,Kartu Debit
93.0,2025-09-04,Pendanaan usaha,Modal & Investasi,Pemasukan,43527732.0,Transfer Bank
94.0,2024-09-21,Transfer,Penjualan,Pemasukan,1662753.0,QRIS
95.0,2025-06-10,Cloud service,Software & Langganan,Pengeluaran,1861078.0,Kartu Kredit
96.0,2024-09-13,Penjualan,Penjualan,Pemasukan,2746868.0,Kartu Kredit
97.0,2025-06-29,Biaya transaksi,Biaya Bank,Pengeluaran,115390.0,Kartu Debit
98.0,2025-08-03,Pendanaan usaha,Modal & Investasi,Pemasukan,34638189.0,E-Wallet
99.0,2025-06-15,Pendapatan investasi,Modal & Investasi,Pemasukan,1475540.0,Transfer Bank
100.0,2025-02-28,Payment gateway,Biaya Bank,Pengeluaran,-24428.0,Kartu Kredit
101.0,2026-02-01,Pembelian aset,Peralatan & Aset,Pengeluaran,10460990.0,Transfer Bank
102.0,2024-09-27,Pendapatan investasi,Modal & Investasi,Pemasukan,15931598.0,Tunai
103.0,2024-09-19,Iklan,Marketing & Promosi,Pengeluaran,1048448.0,Payment Gateway
104.0,2025-03-04,Marketplce,Transportasi & Logistik,Pengeluaran,608538.0,Transfer Bank
105.0,2026-01-14,Pendapatan online,Penjualan,Pemasukan,2083331.0,Kartu Kredit
106.0,2025-07-04,Iklan,Marketing & Promosi,Pengeluaran,1049553.0,Payment Gateway
107.0,2025-05-18,Pelunasan,Piutang,Pemasukan,1410559.0,Kartu Kredit
108.0,2024-11-27,Transportasi,Transportasi & Logistik,Pengeluaran,662109.0,Transfer Bank
109.0,2025-12-29,Pembayaran pelanggan,Piutang,Pemasukan,2545686.0,Transfer Bank
110.0,2026-05-01,Pmbayaran pinjaman,Utang & Cicilan,Pengeluaran,1091959.0,Transfer Bank
111.0,2025-08-16,Kebutuhan usaha,Pembelian Stok,Pengeluaran,822170.0,Transfer Bank
112.0,2024-11-01,,Gaji & Karyawan,Pengeluaran,5319456.0,QRIS
113.0,2026-02-04,Transfer modal,Modal & Investasi,Pemasukan,53641660.0,Kartu Kredit
114.0,2025-02-15,Biaya operasional,Operasional Kantor,Pengeluaran,2112642.0,Transfer Bank
115.0,2024-12-05,Marketplce,Piutang,Pemasukan,3533471.0,Kartu Debit
116.0,2025-06-19,Biaya transaksi,Biaya Bank,Pengeluaran,147647.0,Transfer Bank
117.0,2026-04-08,Pelunasan,Piutang,Pemasukan,1677042.0,Tunai
118.0,2025-09-08,Campaign,Marketing & Promosi,Pengeluaran,1615391.0,Kartu Debit
119.0,2024-11-22,Pendapatan online,Penjualan,Pemasukan,5553029.0,E-Wallet
120.0,2026-04-05,Pelunasan,Piutang,Pemasukan,4179319.0,Kartu Kredit
121.0,2025-10-19,Biaya tak terduga,Lain-lain,Pengeluaran,731203.0,Transfer Bank
122.0,2024-07-27,Pembayaran pelanggan,Piutang,Pemasukan,2368501.0,E-Wallet
123.0,2025-02-05,Transfer masuk,Piutang,Pemasukan,459083.0,Payment Gateway
124.0,2024-06-20,Transfer modal,Modal & Investasi,Pemasukan,24475835.0,Kartu Debit
125.0,2025-04-23,Pendapatan investasi,Modal & Investasi,Pemasukan,15439770.0,Kartu Debit
126.0,2026-03-11,Transfer masuk,Piutang,Pemasukan,5129488.0,Transfer Bank
127.0,2025-04-28,Marketplace,Penjualan,Pemasukan,1880949.0,Kartu Debit
128.0,2025-09-09,Pelunasan,Piutang,Pemasukan,,QRIS
129.0,2025-01-29,Pembayaran pelanggan,Piutang,Pemasukan,4448368.0,Payment Gateway
130.0,2026-02-03,Pembayaran,Software & Langganan,Pengeluaran,561309.0,Transfer Bank
131.0,2025-05-14,Pendapatan investasi,Modal & Investasi,Pemasukan,1420659.0,Payment Gateway
132.0,2025-05-10,Marketplace,Penjualan,Pemasukan,4222871.0,E-Wallet
133.0,2025-03-11,Marketplace,Penjualan,Pemasukan,696710.0,Kartu Debit
134.0,2025-08-26,Administrasi,Modal & Investasi,Pemasukan,8508907.0,Transfer Bank
135.0,2025-03-01,Pmbayaran cicilan,Utang & Cicilan,Pengeluaran,3773138.0,Kartu Kredit
136.0,2026-03-15,Pendanaan usaha,Modal & Investasi,Pemasukan,9626071.0,Transfer Bank
137.0,2024-06-28,Pelunasan,Piutang,Pemasukan,2081827.0,QRIS
138.0,2026-01-06,Pendapatan online,Penjualan,Pemasukan,2641357.0,E-Wallet
139.0,2026-01-20,Biaya operasional,Operasional Kantor,Pengeluaran,6413641.0,Transfer Bank
,2026-04-21,Pendanaan usaha,Modal & Investasi,Pemasukan,12808300.0,Transfer Bank
141.0,2024-12-24,Pajak,Pajak & Perizinan,Pengeluaran,1814380.0,Transfer Bank
142.0,2026-03-09,Transfer modal,Modal & Investasi,Pemasukan,21395222.0,Kartu Debit
143.0,2025-05-12,Pendanaan usaha,Modal & Investasi,Pemasukan,22507077.0,Tunai
144.0,2024-07-01,Cloud service,Software & Langganan,Pengeluaran,-5000.0,QRIS
145.0,2025-04-30,Pembelian barang,Pembelian Stok,Pengeluaran,385041.0,Transfer Bank
146.0,2025-04-09,Pajak,Pajak & Perizinan,Pengeluaran,2649764.0,Kartu Debit
147.0,2024-07-14,Pembelian,Lain-lain,Pengeluaran,722588.0,Kartu Kredit
148.0,2026-04-12,Maintenance,Peralatan & Aset,Pengeluaran,14312711.0,Transfer Bank
149.0,2026-03-24,Pembayaran,Modal & Investasi,Pemasukan,8316482.0,Transfer Bank
150.0,2025-05-27,Pembayaran,Marketing & Promosi,Pengeluaran,763753.0,Kartu Debit
151.0,2026-01-19,Pmbayaran karyawan,Gaji & Karyawan,Pengeluaran,8022766.0,Transfer Bank
152.0,2024-09-21,Peralatan bisnis,Peralatan & Aset,Pengeluaran,2998391.0,E-Wallet
153.0,2025-06-16,Marketplace,Penjualan,Pemasukan,1102506.0,Transfer Bank
154.0,2025-10-15,QRIS,Pajak & Perizinan,Pengeluaran,1896673.0,QRIS
155.0,2025-06-19,Administrasi legal,Pajak & Perizinan,Pengeluaran,6669041.0,Payment Gateway
156.0,2026-03-27,Biaya administrasi,Biaya Bank,Pengeluaran,105173.0,E-Wallet
157.0,2025-06-22,Pendapatan online,Penjualan,Pemasukan,1324090.0,Kartu Debit
158.0,,Operasional kendaraan,Transportasi & Logistik,Pengeluaran,1211462.0,Kartu Kredit
159.0,2024-12-13,Transfer masuk,Piutang,Pemasukan,2349313.0,Transfer Bank
160.0,2026-03-20,Pendanaan usaha,Modal & Investasi,Pemasukan,56100710.0,Transfer Bank
161.0,2025-05-20,Biaya tak terduga,Lain-lain,Pengeluaran,521745.0,Kartu Kredit
162.0,2025-08-18,Pendapatan usaha,Penjualan,Pemasukan,1373496.0,Tunai
163.0,2025-05-29,Transportasi,Transportasi & Logistik,Pengeluaran,2894981.0,Kartu Debit
164.0,2026-01-03,Transfer masuk,Piutang,Pemasukan,3665508.0,Kartu Kredit
165.0,2024-08-28,Administrasi legal,Pajak & Perizinan,Pengeluaran,1496014.0,Payment Gateway
166.0,2024-07-23,Pendapatan online,Penjualan,Pemasukan,235299.0,E-Wallet
167.0,2025-07-16,Restock,Pembelian Stok,Pengeluaran,4592939.0,Transfer Bank
168.0,2026-02-05,Biaya administrasi,Peralatan & Aset,Pengeluaran,18904.0,Payment Gateway
169.0,2025-02-15,Pendapatan investasi,Modal & Investasi,Pemasukan,6898078.0,QRIS
170.0,2024-12-28,Pendapatan investasi,Modal & Investasi,Pemasukan,1986284.0,Kartu Kredit
171.0,2025-02-22,Payment gateway,Pajak & Perizinan,Pengeluaran,1797075.0,Kartu Debit
172.0,2024-10-15,Transfer masuk,Piutang,Pemasukan,1880949.0,Kartu Debit
173.0,2025-12-10,QRIS,Modal & Investasi,Pemasukan,3298153.0,Kartu Kredit
174.0,2025-12-15,Pembelian aset,Peralatan & Aset,Pengeluaran,5323668.0,E-Wallet
175.0,2025-09-10,Koreksi transaksi,Lain-lain,Pengeluaran,365994.0,Tunai
176.0,2024-07-28,Penjualan,Penjualan,Pemasukan,672504.0,Kartu Debit
177.0,2025-03-30,Penjualan,Penjualan,Pemasukan,514272.0,Kartu Kredit
178.0,2025-05-15,Pembayaran pelanggan,Piutang,Pemasukan,1733975.0,Transfer Bank
179.0,2025-10-15,Pembayaran pelanggan,Piutang,Pemasukan,2842550.0,Kartu Debit
180.0,2025-10-07,Payroll,Gaji & Karyawan,Pengeluaran,17884185.0,Payment Gateway
181.0,2025-02-11,Pendanaan usaha,Modal & Investasi,Pemasukan,19119490.0,Transfer Bank
182.0,2025-09-18,Pembayaran pelanggan,Piutang,Pemasukan,1284326.0,
183.0,2026-02-04,Pmbayaran pelanggan,Piutang,Pemasukan,10447771.0,Kartu Kredit
184.0,2024-12-08,Pelunasan,Piutang,Pemasukan,1943675.0,Transfer Bank
185.0,2024-12-24,Pembayaran pelanggan,Piutang,Pemasukan,2235233.0,Payment Gateway
186.0,2026-01-26,Marketplace,Penjualan,Pemasukan,545605.0,E-Wallet
187.0,2025-01-17,Transfer masuk,Piutang,Pemasukan,5761170.0,Kartu Debit
188.0,2025-11-07,Marketplace,Penjualan,Pemasukan,168485.0,Kartu Kredit
189.0,2025-09-20,Transfer modal,Modal & Investasi,Pemasukan,3419016.0,Kartu Kredit
190.0,2024-12-23,Pmbayaran,Penjualan,Pemasukan,1145798.0,Payment Gateway
191.0,2025-01-30,Pembayaran cicilan,Utang & Cicilan,Pengeluaran,6260670.0,E-Wallet
192.0,2024-08-20,Pendapatan investasi,Modal & Investasi,Pemasukan,16002745.0,E-Wallet
193.0,2026-03-21,Operasional kendaraan,Transportasi & Logistik,Pengeluaran,580103.0,Kartu Debit
194.0,2024-10-21,Pendanaan usaha,Modal & Investasi,Pemasukan,36904142.0,Transfer Bank
195.0,2025-01-11,Operasional kendaraan,Transportasi & Logistik,Pengeluaran,-217320.0,Kartu Debit
196.0,2025-04-22,Transfer masuk,Piutang,Pemasukan,2940465.0,Kartu Debit
197.0,,Pembelian,Piutang,Pemasukan,1110134.0,Payment Gateway
198.0,2024-06-03,Marketplace,Penjualan,Pemasukan,777519.0,E-Wallet
199.0,2024-09-08,Payment gateway,Piutang,Pemasukan,2605609.0,Transfer Bank
200.0,2026-04-05,Peralatan bisnis,Peralatan & Aset,Pengeluaran,3002906.0,Kartu Debit
201.0,2026-02-28,Marketplace,Penjualan,Pemasukan,1835180.0,E-Wallet
202.0,2026-04-09,Koreksi transaksi,Lain-lain,Pengeluaran,562251.0,Kartu Debit
203.0,2025-12-20,Biaya operasional,Operasional Kantor,Pengeluaran,2153164.0,E-Wallet
204.0,2024-06-06,Refund,Piutang,Pemasukan,793082.0,Kartu Debit
205.0,2024-07-16,Pendapatan usaha,Penjualan,Pemasukan,355246.0,E-Wallet
206.0,2025-06-10,Pendapatan online,Penjualan,Pemasukan,2276589.0,E-Wallet
207.0,2026-03-18,Pendanaan usaha,Modal & Investasi,Pemasukan,7774064.0,Kartu Debit
208.0,2026-04-30,Pendapatan usaha,Penjualan,Pemasukan,868073.0,QRIS
209.0,2025-08-07,Cashback,Penjualan,Pemasukan,742980.0,Transfer Bank
210.0,2024-10-07,Pembelian aset,Peralatan & Aset,Pengeluaran,6991817.0,E-Wallet
211.0,2024-10-22,Pendapatan online,Penjualan,Pemasukan,291794.0,Payment Gateway
212.0,2025-05-21,Kebutuhan kantor,Operasional Kantor,Pengeluaran,2415053.0,QRIS
213.0,2024-10-10,Pembayaran pelanggan,Piutang,Pemasukan,3134090.0,
214.0,2026-05-22,Pembayaran pelanggan,Piutang,Pemasukan,2110796.0,Transfer Bank
215.0,2025-03-04,Biaya administrasi,Biaya Bank,Pengeluaran,75833.0,Kartu Debit
216.0,2025-06-20,Pendapatan investasi,Modal & Investasi,Pemasukan,9843840.0,Kartu Debit
217.0,2025-06-04,Paymnt gateway,Gaji & Karyawan,,1034726.0,Transfer Bank
218.0,2024-09-07,Pendanaan usaha,Modal & Investasi,Pemasukan,80034606.0,Transfer Bank
219.0,2024-08-21,Transfer masuk,Piutang,Pemasukan,2301351.0,Kartu Kredit
220.0,2025-11-16,Iklan,Marketing & Promosi,Pengeluaran,-132283.0,E-Wallet
221.0,2025-03-03,Administrasi,Modal & Investasi,Pemasukan,7165147.0,E-Wallet
222.0,2026-05-18,Perizinan,Pajak & Perizinan,Pengeluaran,3830416.0,Transfer Bank
223.0,2026-04-13,Trf modal,Modal & Investasi,Pemasukan,10310516.0,Kartu Kredit
224.0,,Pendanaan usaha,Modal & Investasi,Pemasukan,14828224.0,Transfer Bank
225.0,2026-03-01,Biaya transaksi,Biaya Bank,Pengeluaran,166545.0,Kartu Debit
226.0,2026-04-14,Transfer masuk,Piutang,Pemasukan,2099980.0,Kartu Debit
227.0,2025-12-28,Software bisnis,Software & Langganan,Pengeluaran,835783.0,Transfer Bank
228.0,2024-06-02,Administrasi,Lain-lain,Pengeluaran,356702.0,Kartu Kredit
229.0,2024-08-30,Payroll,Gaji & Karyawan,Pengeluaran,12380532.0,Transfer Bank
230.0,2024-12-29,Pendanaan usaha,Modal & Investasi,Pemasukan,3682537.0,Kartu Debit
231.0,2025-01-07,Koreksi transaksi,Lain-lain,Pengeluaran,760881.0,Transfer Bank
232.0,2025-10-20,Marketplce,Penjualan,Pemasukan,3557292.0,Kartu Debit
233.0,2024-07-05,Pendapatan investasi,Modal & Investasi,Pemasukan,1792553.0,E-Wallet
234.0,2025-09-23,Transportasi,Transportasi & Logistik,Pengeluaran,2220080.0,E-Wallet
235.0,2025-11-13,Transfer modal,Modal & Investasi,Pemasukan,7403314.0,Transfer Bank
236.0,2025-06-16,Payroll,Gaji & Karyawan,Pengeluaran,7140746.0,E-Wallet
237.0,2025-04-15,Maintenance,Peralatan & Aset,Pengeluaran,4060680.0,Kartu Debit
238.0,2025-03-11,Tagihan kantor,Operasional Kantor,Pengeluaran,4235394.0,Transfer Bank
239.0,2025-12-06,Pendapatan online,Penjualan,Pemasukan,1393190.0,Payment Gateway
240.0,2025-07-29,Pendanaan usaha,Modal & Investasi,Pemasukan,9723788.0,Kartu Debit
241.0,2025-12-13,Kebutuhan kantor,Operasional Kantor,Pengeluaran,6333645.0,Kartu Kredit
242.0,2025-05-04,Pembayaran pelanggan,Piutang,Pemasukan,2861243.0,Kartu Kredit
243.0,2025-12-25,Restock,Pembelian Stok,Pengeluaran,2667287.0,Payment Gateway
244.0,2025-08-27,Pendanaan usaha,Modal & Investasi,Pemasukan,943911.0,Kartu Kredit
245.0,2024-07-21,QRIS,Biaya Bank,Pengeluaran,24315.0,Kartu Debit
246.0,2025-02-24,Pendapatan usaha,Penjualan,Pemasukan,976189.0,E-Wallet
247.0,2024-07-29,Cashback,Piutang,Pemasukan,1686803.0,E-Wallet
,2024-10-26,QRIS,Utang & Cicilan,Pengeluaran,4531600.0,Tunai
249.0,2026-02-02,Restock,Pembelian Stok,Pengeluaran,1216852.0,Kartu Debit
250.0,2025-03-10,Payment gateway,Biaya Bank,Pengeluaran,30370.0,E-Wallet
251.0,2024-09-27,Pembayaran pelanggan,Piutang,Pemasukan,1146494.0,
252.0,2025-05-19,QRIS,Penjualan,Pemasukan,2062489.0,Kartu Debit
253.0,2026-01-21,Pendapatan usaha,Penjualan,Pemasukan,9397379.0,Tunai
254.0,,Pengiriman,Transportasi & Logistik,Pengeluaran,303515.0,E-Wallet
255.0,2025-08-20,Pelunasan,Piutang,Pemasukan,4743375.0,
256.0,2025-07-25,Transfer modal,Modal & Investasi,Pemasukan,1374978.0,Transfer Bank
257.0,2025-03-25,Pelunasan utang,Utang & Cicilan,Pengeluaran,957744.0,Transfer Bank
258.0,2026-03-22,Pelunasan,Piutang,Pemasukan,1150294.0,Tunai
259.0,2024-09-20,Transfer masuk,Lain-lain,Pemasukan,3816998.0,Tunai
260.0,2026-01-08,Pendapatan investasi,Modal & Investasi,Pemasukan,27907320.0,Kartu Debit
261.0,2026-01-11,Kebutuhan kantor,Operasional Kantor,Pengeluaran,2213219.0,Transfer Bank
262.0,2024-08-22,Marketplace,Penjualan,Pemasukan,1778889.0,Kartu Debit
263.0,2025-11-25,Pendapatan usaha,Penjualan,Pemasukan,1550786.0,Transfer Bank
264.0,2026-05-05,Trf modal,Modal & Investasi,Pemasukan,13922707.0,Transfer Bank
265.0,2026-02-06,Pendanaan usaha,Modal & Investasi,Pemasukan,19346178.0,Tunai
266.0,2026-01-21,Pendapatan usaha,Penjualan,Pemasukan,938804.0,Kartu Debit
267.0,2025-08-01,Pelunasan,Piutang,Pemasukan,1890815.0,E-Wallet
268.0,2024-12-01,Kebutuhan kantor,Operasional Kantor,Pengeluaran,1123329.0,Transfer Bank
269.0,2025-04-09,Transfer masuk,Piutang,Pemasukan,1894425.0,E-Wallet
270.0,2025-03-09,Pendapatan usaha,Penjualan,Pemasukan,389738.0,Transfer Bank
271.0,2024-08-31,Pendanaan usaha,Modal & Investasi,Pemasukan,1364452.0,Kartu Debit
272.0,2025-02-08,Pmbayaran karyawan,Gaji & Karyawan,Pengeluaran,12089369.0,Transfer Bank
273.0,2025-07-26,Pendapatan investasi,Modal & Investasi,Pemasukan,8590167.0,Payment Gateway
274.0,2024-11-18,QRIS,Peralatan & Aset,Pengeluaran,9853151.0,E-Wallet
275.0,2025-06-21,Transfer masuk,Piutang,Pemasukan,3084916.0,Transfer Bank
276.0,2024-10-30,Marketplace,Penjualan,Pemasukan,306160.0,Kartu Debit
277.0,2024-09-03,Pelunasan utang,Utang & Cicilan,Pengeluaran,2462260.0,Kartu Debit
278.0,2025-06-13,Pendapatan usaha,Penjualan,Pemasukan,1588126.0,Tunai
279.0,2025-08-25,Biaya transaksi,Biaya Bank,Pengeluaran,96625.0,E-Wallet
280.0,2026-04-19,Biaya transaksi,Biaya Bank,Pengeluaran,50867.0,Kartu Debit
281.0,2024-11-05,Pembayaran pelanggan,Piutang,Pemasukan,2371944.0,Transfer Bank
282.0,,Biaya tak terduga,Lain-lain,Pengeluaran,794807.0,Kartu Debit
283.0,2024-05-30,Koreksi transaksi,Lain-lain,Pengeluaran,5797.0,E-Wallet
284.0,2024-12-03,Pendapatan usaha,Penjualan,Pemasukan,432068.0,Kartu Debit
285.0,2025-11-21,Cashback,Peralatan & Aset,Pengeluaran,3398926.0,Kartu Debit
286.0,2025-09-02,Transfer,Modal & Investasi,Pemasukan,4502554.0,Kartu Debit
287.0,2024-12-11,Marketplace,Penjualan,Pemasukan,550896.0,E-Wallet
288.0,2024-07-08,Pendapatan online,Penjualan,Pemasukan,2793800.0,Transfer Bank
289.0,2026-02-20,Biaya operasional,Operasional Kantor,Pengeluaran,1712463.0,Tunai
290.0,2024-08-29,Pendapatan usaha,Penjualan,Pemasukan,2105888.0,E-Wallet
291.0,2025-11-17,Pembayaran pelanggan,Piutang,Pemasukan,11900121.0,Kartu Kredit
292.0,2025-11-15,Transfer,Software & Langganan,Pengeluaran,999995.0,Kartu Debit
293.0,2025-06-22,,Piutang,Pemasukan,1934787.0,Transfer Bank
294.0,2024-10-13,Marketplace,Penjualan,Pemasukan,4958632.0,Kartu Debit
295.0,2025-01-08,Pembelian aset,Piutang,Pengeluaran,6152737.0,Kartu Debit
