transaction_id,transaction_date,description,category,transaction_type,amount,payment_method
134.0,2024-06-24,Jajan,Makanan & Minuman,Pengeluaran,75422.0,Kartu Kredit
135.0,2025-01-21,THR,Gaji,Pemasukan,7116690.0,Kartu Debit
136.0,2024-07-09,Wifi rumah,Pulsa & Internet,Pengeluaran,64198.0,Transfer Bank
137.0,2025-08-12,Marketplace,Belanja Bulanan,Pengeluaran,843249.0,Transfer Bank
138.0,2026-05-03,Konser,Hiburan,Pengeluaran,103648.0,Transfer Bank
139.0,2026-03-28,Liburan,Hiburan,Pengeluaran,196506.0,Kartu Kredit
140.0,2024-07-16,Bayar teman,Transfer Teman/Keluarga,Pemasukan,591364.0,E-Wallet
141.0,2024-11-20,GoFood,Makanan & Minuman,Pengeluaran,58124.0,E-Wallet
142.0,2024-10-27,Bayar teman,Transfer Teman/Keluarga,Pengeluaran,233360.0,E-Wallet
143.0,2026-03-03,Transfer,Transfer Teman/Keluarga,Pengeluaran,396446.0,Kartu Debit
144.0,2025-11-24,MRT,Transportasi,Pengeluaran,50801.0,Transfer Bank
145.0,2024-11-23,Transfer,Transfer Teman/Keluarga,Pemasukan,10000.0,
146.0,2024-10-24,Cloud storage,Pembayaran Langganan,Pengeluaran,177025.0,E-Wallet
147.0,2025-01-28,Tagihan internet,Pulsa & Internet,Pengeluaran,76923.0,Transfer Bank
148.0,2025-03-27,Jajan,Makanan & Minuman,Pengeluaran,23595.0,Transfer Bank
149.0,2024-07-27,Pembayaran digital,Transfer Teman/Keluarga,Pemasukan,524718.0,Tunai
150.0,2025-05-28,Restoran,Makanan & Minuman,Pengeluaran,-73588.0,Transfer Bank
151.0,2024-11-26,Gojek,Transportasi,Pengeluaran,16970.0,Kartu Debit
152.0,2025-08-24,Bayar teman,Transfer Teman/Keluarga,,291345.0,Kartu Kredit
153.0,2025-01-30,Kirim uang,Transfer Teman/Keluarga,Pengeluaran,291808.0,Kartu Debit
154.0,2025-01-14,,Belanja Bulanan,Pengeluaran,185293.0,Transfer Bank
155.0,2025-10-05,Transfer,Transfer Teman/Keluarga,Pemasukan,295352.0,Kartu Kredit
156.0,2025-07-21,Kirim uang,Transfer Teman/Keluarga,Pengeluaran,203046.0,Tunai
157.0,2024-08-15,Patungan,Transfer Teman/Keluarga,Pemasukan,10131.0,E-Wallet
158.0,2025-09-11,Wifi rumah,Pulsa & Internet,Pengeluaran,177267.0,Kartu Debit
,2026-01-29,Membership,Pembayaran Langganan,Pengeluaran,212482.0,E-Wallet
160.0,2026-03-25,Minimarket,Belanja Bulanan,Pengeluaran,172375.0,Transfer Bank
161.0,2024-12-28,Bayar kos,Tempat Tinggal,Pengeluaran,,Kartu Kredit
162.0,2026-02-24,Transfer,Transfer Teman/Keluarga,Pemasukan,96942.0,Tunai
163.0,2024-11-22,Shopee,Belanja Bulanan,Pengeluaran,142265.0,E-Wallet
164.0,2026-05-18,Cloud storage,Pembayaran Langganan,Pengeluaran,92482.0,Tunai
165.0,2025-08-15,Subscription,Hiburan,Pengeluaran,99461.0,Kartu Kredit
166.0,2025-03-11,Makan malam,Makanan & Minuman,Pengeluaran,67721.0,Kartu Debit
167.0,2025-06-26,Pulsa,Pulsa & Internet,Pengeluaran,94516.0,E-Wallet
168.0,2025-09-08,Gojek,Transportasi,Pengeluaran,40584.0,Tunai
169.0,2025-08-23,Bonus,Gaji,Pemasukan,6764560.0,Kartu Kredit
170.0,2024-12-20,Gym membership,Pembayaran Langganan,Pengeluaran,143043.0,Kartu Kredit
171.0,2024-07-14,Wifi rumah,Pulsa & Internet,Pengeluaran,98692.0,E-Wallet
172.0,2026-03-01,Konser,Hiburan,Pengeluaran,127595.0,Kartu Debit
173.0,2026-02-09,Game online,Hiburan,Pengeluaran,51127.0,Transfer Bank
174.0,2025-04-28,Game online,Hiburan,Pengeluaran,49513.0,Kartu Debit
175.0,2025-09-24,Spotify,Hiburan,Pengeluaran,123814.0,Kartu Debit
176.0,2024-07-07,Iuran lingkungan,Tempat Tinggal,Pengeluaran,2325007.0,Kartu Debit
177.0,2025-04-26,Transfer,Pembayaran Langganan,Pengeluaran,57885.0,Kartu Kredit
178.0,2024-06-23,Spotify,Hiburan,Pengeluaran,60487.0,Transfer Bank
179.0,2025-07-17,Kirim uang,Transfer Teman/Keluarga,Pemasukan,282096.0,Tunai
180.0,2025-04-22,Marketplace,Hiburan,Pengeluaran,120648.0,Kartu Debit
181.0,2025-01-04,Gym membership,Pembayaran Langganan,Pengeluaran,165450.0,Kartu Debit
182.0,2026-04-27,Iuran lingkungan,Tempat Tinggal,Pengeluaran,471202.0,Kartu Kredit
183.0,2025-09-06,Bayar teman,Transfer Teman/Keluarga,Pengeluaran,665661.0,Tunai
184.0,2025-03-31,Peralatan rumah,Belanja Bulanan,Pengeluaran,217135.0,
185.0,2025-03-11,Tagihan,Tempat Tinggal,Pengeluaran,-138675.0,Tunai
186.0,2025-06-07,Bayar teman,Transfer Teman/Keluarga,Pengeluaran,10000.0,Kartu Debit
187.0,2025-07-20,Bayar kos,Tempat Tinggal,Pengeluaran,900865.0,Tunai
188.0,2025-03-29,Iuran lingkungan,Tempat Tinggal,Pengeluaran,688356.0,Tunai
189.0,2026-05-23,Patungan,Transfer Teman/Keluarga,Pemasukan,131293.0,Kartu Kredit
190.0,2025-08-19,Bensin,Transportasi,Pengeluaran,24845.0,Kartu Kredit
191.0,2024-07-03,Iuran lingkungan,Tempat Tinggal,Pengeluaran,1219986.0,E-Wallet
192.0,2026-03-05,Cloud storage,Pembayaran Langganan,Pengeluaran,96715.0,Kartu Debit
193.0,2025-05-23,Netflix,Hiburan,Pengeluaran,61828.0,Kartu Kredit
194.0,2026-03-24,Marketplace,Pulsa & Internet,Pengeluaran,101107.0,Kartu Debit
195.0,2025-11-22,Bayar kos,Tempat Tinggal,Pengeluaran,1188750.0,Kartu Debit
196.0,2025-09-06,Transfer,Belanja Bulanan,Pengeluaran,192713.0,Kartu Debit
197.0,2025-05-10,Makan siang,Makanan & Minuman,Pengeluaran,44424.0,Transfer Bank
198.0,2025-06-16,MRT,Transportasi,Pengeluaran,83339.0,Kartu Debit
199.0,2025-05-02,Bonus,Gaji,Pemasukan,6689859.0,Kartu Debit
200.0,2024-08-17,Spotify,Hiburan,Pengeluaran,119551.0,E-Wallet
201.0,2025-11-15,THR,Gaji,Pemasukan,8134656.0,Kartu Debit
202.0,2026-05-06,Marketplace,Belanja Bulanan,Pengeluaran,1245076.0,Kartu Debit
203.0,2025-01-02,Tagihan,Transportasi,Pengeluaran,30818.0,Tunai
204.0,2024-10-09,Gojek,Transportasi,Pengeluaran,12832.0,Kartu Kredit
205.0,2025-11-08,Konser,Hiburan,Pengeluaran,692902.0,Tunai
206.0,2025-07-16,Membership,Pembayaran Langganan,Pengeluaran,23339.0,Tunai
207.0,2025-05-19,Bensin,Transportasi,Pengeluaran,16932.0,E-Wallet
208.0,2026-03-21,Service AC,Tempat Tinggal,Pengeluaran,-1040062.0,Kartu Kredit
209.0,,Cloud storage,Pembayaran Langganan,Pengeluaran,154624.0,E-Wallet
210.0,2025-10-18,Bonus,Gaji,Pemasukan,6337563.0,Tunai
211.0,2025-02-10,Patungan,Transfer Teman/Keluarga,Pengeluaran,262988.0,Kartu Kredit
212.0,2025-08-09,Bioskop,Hiburan,Pengeluaran,88523.0,Tunai
213.0,2025-05-07,Tagihan,Transportasi,Pengeluaran,16696.0,E-Wallet
214.0,2026-05-23,Marketplace,Pembayaran Langganan,Pengeluaran,309664.0,Kartu Kredit
215.0,2025-07-08,Cloud storage,Pembayaran Langganan,Pengeluaran,103787.0,E-Wallet
216.0,2024-07-31,Paket data,Pulsa & Internet,Pengeluaran,185532.0,Kartu Debit
217.0,2025-08-08,Bayar kos,Tempat Tinggal,Pengeluaran,2583229.0,Kartu Kredit
218.0,2024-07-30,Marketplace,Makanan & Minuman,Pengeluaran,33129.0,Transfer Bank
219.0,2025-02-05,Pembayaran digital,Tempat Tinggal,Pengeluaran,1073102.0,E-Wallet
220.0,2024-07-07,Beli pakaian,Belanja Bulanan,Pengeluaran,170725.0,Transfer Bank
221.0,2024-10-22,Wifi rumah,Pulsa & Internet,Pengeluaran,65007.0,E-Wallet
222.0,2024-11-09,Iuran lingkungan,Tempat Tinggal,Pengeluaran,749906.0,Kartu Kredit
223.0,2026-05-25,Tagihan,Gaji,Pemasukan,6110083.0,Kartu Debit
224.0,2025-11-19,Patungan,Transfer Teman/Keluarga,Pengeluaran,288806.0,E-Wallet
225.0,2025-06-18,Game online,Hiburan,Pengeluaran,284031.0,Transfer Bank
226.0,2026-01-11,Jajan,Makanan & Minuman,Pengeluaran,46514.0,E-Wallet
227.0,2024-12-25,Paket data,Pulsa & Internet,Pengeluaran,151081.0,Tunai
228.0,2025-11-30,Gym membership,Pembayaran Langganan,Pengeluaran,93321.0,E-Wallet
229.0,2025-04-16,Bayar kos,Tempat Tinggal,Pengeluaran,2762553.0,Kartu Kredit
230.0,2024-07-26,Transfer,Transfer Teman/Keluarga,Pengeluaran,401290.0,Kartu Debit
231.0,2026-03-16,Subscription,Pembayaran Langganan,Pengeluaran,230013.0,Kartu Debit
232.0,2025-11-09,Transfer,Transfer Teman/Keluarga,Pengeluaran,375334.0,Transfer Bank
233.0,2026-01-06,Gojek,Transportasi,Pengeluaran,28661.0,Tunai
234.0,2025-12-09,Gaji bulanan,Gaji,Pemasukan,8614857.0,Transfer Bank
235.0,2025-01-19,Air,Tempat Tinggal,Pengeluaran,970252.0,E-Wallet
236.0,2026-03-30,Pulsa,Pulsa & Internet,Pengeluaran,108955.0,Kartu Kredit
237.0,2025-11-20,Tol,Transportasi,Pengeluaran,70283.0,Transfer Bank
238.0,2025-06-13,Bayar teman,Transfer Teman/Keluarga,Pengeluaran,173317.0,Tunai
239.0,2026-04-10,Bonus,Gaji,Pemasukan,8530952.0,Kartu Debit
240.0,2025-12-25,GrabFood,Makanan & Minuman,Pengeluaran,60479.0,Kartu Debit
241.0,2025-12-13,GrabbFood,Makanan & Minuman,Pengeluaran,67044.0,Transfer Bank
242.0,2025-02-14,Grab,Transportasi,Pengeluaran,10000.0,E-Wallet
243.0,2026-04-30,Cafe,Makanan & Minuman,Pengeluaran,44808.0,Tunai
244.0,2025-09-11,Kirim uang,Transfer Teman/Keluarga,Pengeluaran,24528.0,Kartu Kredit
245.0,2024-06-20,Bayar kos,Tempat Tinggal,Pengeluaran,792266.0,Kartu Kredit
246.0,2024-08-26,Patungan,Transfer Teman/Keluarga,Pengeluaran,354430.0,Tunai
247.0,2025-05-06,Konser,Hiburan,Pengeluaran,81779.0,Tunai
248.0,2025-08-19,Transfer,Transfer Teman/Keluarga,Pemasukan,84021.0,Kartu Kredit
249.0,2024-10-28,Game online,Hiburan,Pengeluaran,99683.0,Kartu Debit
250.0,2025-10-03,Pembayaran digital,Gaji,Pemasukan,6480699.0,Kartu Debit
251.0,2026-03-14,Gym membership,Pembayaran Langganan,Pengeluaran,203316.0,Kartu Kredit
252.0,2025-12-06,Subscription,Pembayaran Langganan,Pengeluaran,87394.0,E-Wallet
253.0,2024-10-31,KRL,Transportasi,Pengeluaran,8088.0,Kartu Kredit
254.0,2025-08-01,Tagihan internet,Pulsa & Internet,Pengeluaran,143660.0,Kartu Debit
255.0,2025-06-12,Transfer,Gaji,Pemasukan,6380097.0,Kartu Debit
256.0,2025-09-27,GrabFood,Makanan & Minuman,Pengeluaran,,Kartu Debit
257.0,2024-11-22,Tokopedia,Belanja Bulanan,Pengeluaran,207452.0,E-Wallet
258.0,2024-08-21,Beli pakaian,Belanja Bulanan,Pengeluaran,110599.0,Kartu Debit
259.0,2024-11-05,Wifi rumah,Pulsa & Internet,Pengeluaran,103949.0,Kartu Debit
260.0,2025-09-06,Paket data,Pulsa & Internet,Pengeluaran,37722.0,Kartu Debit
261.0,2025-02-17,Tagihan internet,Pulsa & Internet,Pengeluaran,132554.0,Transfer Bank
262.0,2025-02-25,Konser,Hiburan,Pengeluaran,51108.0,Kartu Debit
263.0,2025-06-13,Paket data,Pulsa & Internet,Pengeluaran,526456.0,Transfer Bank
264.0,2025-08-29,Iuran lingkungan,Tempat Tinggal,Pengeluaran,615661.0,Tunai
265.0,2025-01-08,Pembayaran digital,Transportasi,Pengeluaran,10000.0,E-Wallet
266.0,2025-01-22,Peralatan rumah,Belanja Bulanan,Pengeluaran,393306.0,Kartu Debit
267.0,2025-02-15,Bayar teman,Transfer Teman/Keluarga,Pengeluaran,16505.0,E-Wallet
268.0,2025-06-08,Listrik,Tempat Tinggal,Pengeluaran,1001502.0,Kartu Kredit
269.0,2024-10-11,Bayar kos,Tempat Tinggal,Pengeluaran,4400816.0,E-Wallet
270.0,2025-04-08,Shopee,Belanja Bulanan,Pengeluaran,155071.0,Transfer Bank
271.0,2026-01-24,Peralatan rumah,Belanja Bulanan,Pengeluaran,99812.0,Kartu Debit
272.0,2025-05-08,Spotify,Pembayaran Langganan,Pengeluaran,109667.0,Kartu Debit
273.0,2025-03-02,Cloud storage,Pembayaran Langganan,Pengeluaran,28878.0,Tunai
274.0,2025-06-07,Transfer,Transfer Teman/Keluarga,Pengeluaran,361489.0,Transfer Bank
275.0,2024-11-02,Restoran,Makanan & Minuman,Pengeluaran,39204.0,Tunai
276.0,2024-11-25,THR,Gaji,Pemasukan,5877356.0,Tunai
277.0,2025-10-10,Grabb,Transportasi,Pengeluaran,33768.0,E-Wallet
278.0,2024-09-08,Minimarket,Makanan & Minuman,Pengeluaran,15948.0,Tunai
279.0,2025-01-29,Air,Tempat Tinggal,Pengeluaran,930211.0,E-Wallet
280.0,2024-08-06,MRT,Transportasi,Pengeluaran,59158.0,Kartu Debit
281.0,2025-02-16,Listrik,Tempat Tinggal,Pengeluaran,693795.0,Kartu Debit
282.0,2025-08-05,Kirim uang,Transfer Teman/Keluarga,Pengeluaran,253913.0,Tunai
283.0,2025-05-03,Trf,Transfer Teman/Keluarga,Pengeluaran,1064260.0,Kartu Debit
284.0,2026-04-11,GrabFood,Makanan & Minuman,Pengeluaran,13040.0,E-Wallet
285.0,2025-07-15,Pembayaran digital,Transfer Teman/Keluarga,Pengeluaran,107590.0,E-Wallet
286.0,2024-07-07,THR,Gaji,Pemasukan,8605905.0,E-Wallet
287.0,2024-12-20,Membership,Pembayaran Langganan,Pengeluaran,85461.0,Kartu Kredit
288.0,2025-03-14,Patungan,Transfer Teman/Keluarga,Pengeluaran,268301.0,Kartu Debit
289.0,2024-10-14,KRL,Transportasi,Pengeluaran,24328.0,Kartu Debit
290.0,2025-03-26,Supermarket,Belanja Bulanan,Pengeluaran,394510.0,E-Wallet
291.0,2025-03-05,Bioskop,Hiburan,Pengeluaran,46099.0,Kartu Kredit
292.0,2024-10-26,Bayar teman,Transfer Teman/Keluarga,Pengeluaran,389422.0,Tunai
293.0,2026-05-24,Bayar teman,Transfer Teman/Keluarga,Pemasukan,61015.0,Kartu Kredit
294.0,2025-11-12,Bayar teman,Transfer Teman/Keluarga,Pemasukan,216063.0,E-Wallet
295.0,2026-02-18,Ngopi,Makanan & Minuman,Pengeluaran,75725.0,E-Wallet
296.0,2025-10-18,Shopee,Belanja Bulanan,Pengeluaran,435530.0,Kartu Kredit
297.0,2026-04-21,Ngopi,Makanan & Minuman,Pengeluaran,66369.0,Tunai
298.0,2025-04-10,Grab,Transportasi,Pengeluaran,27682.0,Transfer Bank
299.0,2024-11-07,Kirim uang,Transfer Teman/Keluarga,Pemasukan,244066.0,Transfer Bank
300.0,2025-04-02,Cloud storage,Pembayaran Langganan,Pengeluaran,160890.0,Kartu Debit
